continent,date,population,total_cases,new_cases,total_vaccinations,people_vaccinated,total_tests,new_tests,Percentage,year,month,day
Asia,2021-03-11,4678503132.0,25918599.0,91771.0,67448439.0,45868947.0,384996184.0,1696850.0,0.5539934091894074,2021,3,11
Asia,2021-03-12,4678503132.0,26012359.0,93760.0,66087641.0,43630778.0,399316087.0,1666457.0,0.5559974689785032,2021,3,12
Asia,2021-03-13,4678503132.0,26101021.0,88662.0,68415807.0,45190943.0,388285286.0,1637176.0,0.5578925622914385,2021,3,13
Asia,2021-03-14,4678503132.0,26191748.0,90727.0,138549857.0,49997928.0,389917017.0,1641354.0,0.5598317936532697,2021,3,14
Asia,2021-03-15,4678503132.0,26285531.0,93783.0,73392856.0,48638408.0,412068177.0,1545779.0,0.5618363450525954,2021,3,15
Asia,2021-03-16,4678503132.0,26387781.0,102250.0,81635220.0,55322548.0,412864441.0,1796700.0,0.5640218731395732,2021,3,16
Asia,2021-03-17,4678503132.0,26503235.0,115454.0,80485763.0,53311371.0,403023224.0,2013980.0,0.5664896282471913,2021,3,17
Asia,2021-03-18,4678503132.0,26623501.0,120266.0,87495574.0,59401765.0,405032730.0,2019369.0,0.5690602367646337,2021,3,18
Asia,2021-03-19,4678503132.0,26745171.0,121670.0,88873371.0,59423109.0,420133017.0,2050143.0,0.5716608548804537,2021,3,19
Asia,2021-03-20,4678503132.0,26864928.0,119757.0,170443295.0,65290875.0,409019581.0,1953168.0,0.5742205838497663,2021,3,20
Asia,2021-03-21,4678503132.0,26990077.0,125149.0,92219254.0,60874607.0,177446435.0,868711.0,0.5768955633564381,2021,3,21
Asia,2021-03-22,4678503132.0,27110755.0,120678.0,182550715.0,69830016.0,423872894.0,880192.0,0.5794749781093018,2021,3,22
Asia,2021-03-23,4678503132.0,27244954.0,134199.0,182773210.0,66676343.0,427955005.0,1956546.0,0.5823433955542343,2021,3,23
Asia,2021-03-24,4678503132.0,27391473.0,146519.0,194624874.0,74278663.0,416702518.0,2035664.0,0.585475145087495,2021,3,24
Asia,2021-03-25,4678503132.0,27546429.0,154956.0,203270273.0,76429684.0,432220344.0,2127043.0,0.5887872300776735,2021,3,25
Asia,2021-03-26,4678503132.0,27702969.0,156540.0,208706520.0,74919502.0,426570920.0,2150855.0,0.592133172050637,2021,3,26
Asia,2021-03-27,4678503132.0,27855948.0,152979.0,217552420.0,77832204.0,440679299.0,2150569.0,0.5954029999354076,2021,3,27
Asia,2021-03-28,4678503132.0,28018387.0,162439.0,206652994.0,69125602.0,448858296.0,2131284.0,0.5988750292451445,2021,3,28
Asia,2021-03-29,4678503132.0,28171374.0,152987.0,234504662.0,84976070.0,452687494.0,1984125.0,0.6021450281247777,2021,3,29
Asia,2021-03-30,4678503132.0,28332649.0,161275.0,236902383.0,83352187.0,446629169.0,1900383.0,0.6055921776820133,2021,3,30
Asia,2021-03-31,4678503132.0,28515967.0,183318.0,251792573.0,92207951.0,460743011.0,2198218.0,0.6095104822086502,2021,3,31
Asia,2021-04-01,4678503132.0,28714540.0,198573.0,262662532.0,95075016.0,451033518.0,2323250.0,0.6137548525638136,2021,4,1
Asia,2021-04-02,4678503132.0,28924752.0,210212.0,269470341.0,93906375.0,453251058.0,2248380.0,0.6182479990696307,2021,4,2
Asia,2021-04-03,4678503132.0,29133777.0,209025.0,279758118.0,101487780.0,455575754.0,2218377.0,0.6227157742127167,2021,4,3
Asia,2021-04-04,4678503132.0,29357742.0,223965.0,287901738.0,105023533.0,457815476.0,2248492.0,0.6275028822616164,2021,4,4
Asia,2021-04-05,4678503132.0,29567127.0,209385.0,299024086.0,112098121.0,460439205.0,2026033.0,0.6319783521735174,2021,4,5
Asia,2021-04-06,4678503132.0,29813573.0,246446.0,301531599.0,110953398.0,457858525.0,2353252.0,0.6372459771605429,2021,4,6
Asia,2021-04-07,4678503132.0,30082073.0,268500.0,315575116.0,120240523.0,473652360.0,2471713.0,0.6429849922349052,2021,4,7
Asia,2021-04-08,4678503132.0,30361840.0,279767.0,327617663.0,124828298.0,462848976.0,2537899.0,0.6489648321988127,2021,4,8
Asia,2021-04-09,4678503132.0,30655052.0,293212.0,333271197.0,123452759.0,465478208.0,2637244.0,0.6552320504035948,2021,4,9
Asia,2021-04-10,4678503132.0,30944627.0,289575.0,344136057.0,130879535.0,467806375.0,2333174.0,0.6614215300689896,2021,4,10
Asia,2021-04-11,4678503132.0,31250600.0,305973.0,352029047.0,135238936.0,470354977.0,2556416.0,0.667961506453898,2021,4,11
Asia,2021-04-12,4678503132.0,31552862.0,302262.0,362162941.0,138120309.0,464171449.0,2312521.0,0.6744221625969407,2021,4,12
Asia,2021-04-13,4678503132.0,31885338.0,332476.0,365675510.0,138269267.0,475373955.0,2633097.0,0.6815286235871221,2021,4,13
Asia,2021-04-14,4678503132.0,32241504.0,356166.0,371995943.0,137989639.0,489508536.0,2670218.0,0.6891414431140324,2021,4,14
Asia,2021-04-15,4678503132.0,32613923.0,372419.0,386401379.0,148227767.0,478158538.0,2620103.0,0.6971016600785723,2021,4,15
Asia,2021-04-16,4678503132.0,33002669.0,388746.0,387435150.0,145197998.0,480841115.0,2689066.0,0.7054108561832207,2021,4,16
Asia,2021-04-17,4678503132.0,33411119.0,408503.0,394422286.0,148483517.0,468544521.0,2568419.0,0.714141212634332,2021,4,17
Asia,2021-04-18,4678503132.0,33826327.0,415208.0,407429124.0,156356031.0,473656958.0,2561729.0,0.7230160169955829,2021,4,18
Asia,2021-04-19,4678503132.0,34226320.0,399993.0,407819827.0,152128148.0,491190627.0,2431581.0,0.73156561050262,2021,4,19
Asia,2021-04-20,4678503132.0,34674426.0,448106.0,282835035.0,55477291.0,505695050.0,2725527.0,0.7411435884873957,2021,4,20
Asia,2021-04-21,4678503132.0,35147098.0,472672.0,421797305.0,156712562.0,496400621.0,2923142.0,0.7512466489463494,2021,4,21
Asia,2021-04-22,4678503132.0,35629824.0,482726.0,442728865.0,165168974.0,514198110.0,2949410.0,0.7615646071988138,2021,4,22
Asia,2021-04-23,4678503132.0,36115911.0,486087.0,308331727.0,46870853.0,502323217.0,2984888.0,0.7719544046679074,2021,4,23
Asia,2021-04-24,4678503132.0,36589334.0,473423.0,308596727.0,52086956.0,505205156.0,2886314.0,0.7820735172695831,2021,4,24
Asia,2021-04-25,4678503132.0,37062806.0,473472.0,463917202.0,170094102.0,505420230.0,2764061.0,0.7921936772147917,2021,4,25
Asia,2021-04-26,4678503132.0,37504702.0,441896.0,473963939.0,174133041.0,525765416.0,2491002.0,0.8016389204375123,2021,4,26
Asia,2021-04-27,4678503132.0,37994714.0,490012.0,487292739.0,177884550.0,528740941.0,2957395.0,0.8121126122610449,2021,4,27
Asia,2021-04-28,4678503132.0,38503390.0,508676.0,500503334.0,179992229.0,519416804.0,2933643.0,0.8229852350989086,2021,4,28
Asia,2021-04-29,4678503132.0,39015268.0,511878.0,512512386.0,182131338.0,538136161.0,3030444.0,0.8339262986305083,2021,4,29
Asia,2021-04-30,4678503132.0,39533711.0,518443.0,508218805.0,177870269.0,537433949.0,3131036.0,0.8450076848211887,2021,4,30
Asia,2021-05-01,4678503132.0,40032299.0,498588.0,525265618.0,178508183.0,528621436.0,3025515.0,0.8556646831373758,2021,5,1
Asia,2021-05-02,4678503132.0,40508772.0,476473.0,537896374.0,182938749.0,531444396.0,2826193.0,0.865848987530399,2021,5,2
Asia,2021-05-03,4678503132.0,40968210.0,459438.0,546168386.0,185263151.0,533230606.0,2500899.0,0.8756691797379778,2021,5,3
Asia,2021-05-04,4678503132.0,41455045.0,486835.0,567235924.0,193442045.0,553049104.0,2731271.0,0.8860749652267198,2021,5,4
Asia,2021-05-05,4678503132.0,41974186.0,519141.0,570600185.0,192129302.0,539382144.0,2716949.0,0.8971712707191579,2021,5,5
Asia,2021-05-06,4678503132.0,42498570.0,524384.0,580496675.0,190936206.0,542524424.0,3145917.0,0.90837964196964,2021,5,6
Asia,2021-05-07,4678503132.0,43003609.0,505039.0,589299300.0,193758292.0,558522622.0,3010748.0,0.9191745262681166,2021,5,7
Asia,2021-05-08,4678503132.0,43502363.0,498754.0,604168298.0,195279662.0,552563905.0,2869738.0,0.9298350727277017,2021,5,8
Asia,2021-05-09,4678503132.0,43958551.0,456188.0,613298710.0,196704480.0,553933231.0,2835056.0,0.9395857982723693,2021,5,9
Asia,2021-05-10,4678503132.0,44377925.0,419374.0,619209336.0,193488107.0,577779334.0,2499097.0,0.9485496482082936,2021,5,10
Asia,2021-05-11,4678503132.0,44821188.0,443263.0,648129833.0,206440592.0,563553420.0,3009820.0,0.9580241101781526,2021,5,11
Asia,2021-05-12,4678503132.0,45273444.0,452256.0,656215740.0,201605407.0,556937816.0,3132698.0,0.9676907917478765,2021,5,12
Asia,2021-05-13,4678503132.0,45704333.0,430889.0,670159955.0,200460310.0,577503701.0,2949439.0,0.9769007674140848,2021,5,13
Asia,2021-05-14,4678503132.0,46103621.0,399288.0,682180077.0,202234596.0,568421622.0,2858560.0,0.9854352919988598,2021,5,14
Asia,2021-05-15,4678503132.0,46486520.0,382899.0,695248139.0,202331704.0,571055293.0,2634826.0,0.9936195122333414,2021,5,15
Asia,2021-05-16,4678503132.0,46842438.0,355918.0,725986634.0,211945863.0,263080346.0,861379.0,1.0012270309195124,2021,5,16
Asia,2021-05-17,4678503132.0,47189493.0,347055.0,740191808.0,212534729.0,595354757.0,1060257.0,1.0086451086723351,2021,5,17
Asia,2021-05-18,4678503132.0,47541741.0,352248.0,766654018.0,221294439.0,580239724.0,3065549.0,1.0161741834653109,2021,5,18
Asia,2021-05-19,4678503132.0,47905985.0,364244.0,774252888.0,215674230.0,587366430.0,3389038.0,1.0239596650546818,2021,5,19
Asia,2021-05-20,4678503132.0,48252554.0,346569.0,806434981.0,223996203.0,586164902.0,3382505.0,1.0313673548696045,2021,5,20
Asia,2021-05-21,4678503132.0,48596966.0,344412.0,628842416.0,75690428.0,613644326.0,3414366.0,1.038728940194712,2021,5,21
Asia,2021-05-22,4678503132.0,48917792.0,320826.0,826104882.0,227308537.0,587028438.0,3235170.0,1.0455863899163036,2021,5,22
Asia,2021-05-23,4678503132.0,49213630.0,295838.0,846715268.0,221097992.0,593498957.0,3245257.0,1.051909737184718,2021,5,23
Asia,2021-05-24,4678503132.0,49490275.0,276645.0,872639066.0,239696843.0,622603506.0,3101833.0,1.057822846403515,2021,5,24
Asia,2021-05-25,4678503132.0,49782612.0,292337.0,901785785.0,236536095.0,607991037.0,3354088.0,1.0640713620452056,2021,5,25
Asia,2021-05-26,4678503132.0,50074166.0,291554.0,919040767.0,233254729.0,630054976.0,3534630.0,1.070303141564724,2021,5,26
Asia,2021-05-27,4678503132.0,50344918.0,270752.0,944494112.0,246839170.0,615155955.0,3636529.0,1.0760902916928943,2021,5,27
Asia,2021-05-28,4678503132.0,50602517.0,257599.0,955366077.0,236634760.0,637371061.0,3465561.0,1.0815963048926736,2021,5,28
Asia,2021-05-29,4678503132.0,50843604.0,241087.0,987191089.0,246402690.0,605093649.0,3241530.0,1.0867493846961478,2021,5,29
Asia,2021-05-30,4678503132.0,51071331.0,227727.0,1013361761.0,252390048.0,624256033.0,3164734.0,1.091616903079162,2021,5,30
Asia,2021-05-31,4678503132.0,51274842.0,203511.0,1037204539.0,253239284.0,653402296.0,2848928.0,1.0959668200132349,2021,5,31
Asia,2021-06-01,4678503132.0,51481216.0,206374.0,1077021837.0,262121923.0,623026896.0,3152043.0,1.1003779317337432,2021,6,1
Asia,2021-06-02,4678503132.0,51693192.0,211976.0,1092105857.0,264308296.0,643278385.0,4500556.0,1.1049087826067527,2021,6,2
Asia,2021-06-03,4678503132.0,51903920.0,210728.0,1123150389.0,271613097.0,628160135.0,5067642.0,1.1094129582812045,2021,6,3
Asia,2021-06-04,4678503132.0,52098784.0,194864.0,1126121741.0,270550206.0,633073071.0,4914983.0,1.1135780511432176,2021,6,4
Asia,2021-06-05,4678503132.0,52280615.0,181831.0,1185380715.0,289178190.0,642469745.0,4937341.0,1.1174645719997778,2021,6,5
Asia,2021-06-06,4678503132.0,52445649.0,165034.0,1198022209.0,288659614.0,642579849.0,4603574.0,1.1209920677680547,2021,6,6
Asia,2021-06-07,4678503132.0,52593813.0,148164.0,1215564241.0,290371444.0,670686145.0,2725502.0,1.1241589781199275,2021,6,7
Asia,2021-06-08,4678503132.0,52754403.0,160590.0,1232600320.0,302660408.0,652936766.0,3095411.0,1.1275914862420573,2021,6,8
Asia,2021-06-09,4678503132.0,52921258.0,166855.0,1259755920.0,303435133.0,665268464.0,3234076.0,1.1311579047159224,2021,6,9
Asia,2021-06-10,4678503132.0,53086738.0,165480.0,1294496503.0,929371906.0,642873742.0,3216876.0,1.1346949334477865,2021,6,10
Asia,2021-06-11,4678503132.0,53245226.0,158488.0,1299901215.0,304931139.0,650709265.0,3262848.0,1.1380825126697809,2021,6,11
Asia,2021-06-12,4678503132.0,53392095.0,146869.0,1348822755.0,328807763.0,649187887.0,3092512.0,1.1412217432282783,2021,6,12
Asia,2021-06-13,4678503132.0,53531684.0,139589.0,1359707987.0,328384907.0,652122762.0,2899605.0,1.1442053684618545,2021,6,13
Asia,2021-06-14,4678503132.0,53662742.0,131058.0,1384265025.0,336897796.0,659331568.0,2583274.0,1.147006649048878,2021,6,14
Asia,2021-06-15,4678503132.0,53796047.0,133305.0,1413224942.0,345778864.0,668364834.0,2862180.0,1.1498559578179202,2021,6,15
Asia,2021-06-16,4678503132.0,53935897.0,139850.0,1447817493.0,354244180.0,682651111.0,3179372.0,1.152845161758887,2021,6,16
Asia,2021-06-17,4678503132.0,54078798.0,142901.0,1479925186.0,352183836.0,663852175.0,3142712.0,1.1558995788655593,2021,6,17
Asia,2021-06-18,4678503132.0,54215882.0,137084.0,1502071554.0,352760367.0,655796509.0,3100620.0,1.158829661332799,2021,6,18
Asia,2021-06-19,4678503132.0,54343805.0,127923.0,1537362381.0,364468472.0,670124235.0,3144527.0,1.1615639333080605,2021,6,19
Asia,2021-06-20,4678503132.0,54474577.0,130772.0,1555855397.0,372307941.0,672981423.0,2859729.0,1.1643591008287477,2021,6,20
Asia,2021-06-21,4678503132.0,54593675.0,119098.0,1600108975.0,383806523.0,698137457.0,2507478.0,1.1669047440962577,2021,6,21
Asia,2021-06-22,4678503132.0,54727109.0,133434.0,1595114095.0,383821836.0,678425928.0,2895245.0,1.1697568101574587,2021,6,22
Asia,2021-06-23,4678503132.0,54863998.0,136889.0,1651016100.0,386705954.0,686299922.0,3145925.0,1.1726827246249238,2021,6,23
Asia,2021-06-24,4678503132.0,55006941.0,142943.0,1677890617.0,399333319.0,673254444.0,3102558.0,1.1757380394546244,2021,6,24
Asia,2021-06-25,4678503132.0,55142714.0,135773.0,1712030297.0,409008933.0,699348596.0,3028892.0,1.1786401001387639,2021,6,25
Asia,2021-06-26,4678503132.0,55273558.0,130844.0,1743681052.0,415664391.0,679631020.0,3405418.0,1.181436806613214,2021,6,26
Asia,2021-06-27,4678503132.0,55410429.0,136871.0,1776986065.0,442948373.0,694771830.0,3511309.0,1.1843623363422384,2021,6,27
Asia,2021-06-28,4678503132.0,55541211.0,130782.0,1809508748.0,449249480.0,718291068.0,3298147.0,1.1871577176065038,2021,6,28
Asia,2021-06-29,4678503132.0,55682612.0,141401.0,1846586317.0,463557836.0,701163206.0,3092339.0,1.1901800731764478,2021,6,29
Asia,2021-06-30,4678503132.0,55831805.0,149193.0,1875855175.0,469524944.0,724535933.0,3336549.0,1.193368977742516,2021,6,30
Asia,2021-07-01,4678503132.0,55986857.0,155052.0,1895066177.0,480809550.0,707773483.0,3279141.0,1.1966831146710453,2021,7,1
Asia,2021-07-02,4678503132.0,56137117.0,150260.0,1905792803.0,463269127.0,735117348.0,3539840.0,1.1998948256769064,2021,7,2
Asia,2021-07-03,4678503132.0,56277684.0,140567.0,1953008506.0,487591994.0,714636767.0,3387994.0,1.2028993550324292,2021,7,3
Asia,2021-07-04,4678503132.0,56422927.0,145243.0,1981303252.0,502383761.0,713225856.0,2924633.0,1.206003830885113,2021,7,4
Asia,2021-07-05,4678503132.0,56573615.0,150688.0,1983358835.0,498211551.0,738631000.0,2718838.0,1.2092246901161208,2021,7,5
Asia,2021-07-06,4678503132.0,56737956.0,164341.0,1999761752.0,500602955.0,747445700.0,3058523.0,1.2127373734544291,2021,7,6
Asia,2021-07-07,4678503132.0,56910822.0,172866.0,2046479328.0,527647188.0,732626999.0,3311819.0,1.2164322731931432,2021,7,7
Asia,2021-07-08,4678503132.0,57091607.0,180785.0,2056520613.0,522314323.0,737455787.0,3279662.0,1.2202964364714248,2021,7,8
Asia,2021-07-09,4678503132.0,57271024.0,179417.0,1687705472.0,216396719.0,740676003.0,3222331.0,1.2241313596282102,2021,7,9
Asia,2021-07-10,4678503132.0,57440024.0,169000.0,2097848158.0,538243026.0,736615407.0,3370065.0,1.2277436260995966,2021,7,10
Asia,2021-07-11,4678503132.0,57613124.0,173100.0,2124383810.0,551496507.0,735169100.0,3101803.0,1.2314435274380404,2021,7,11
Asia,2021-07-12,4678503132.0,57790094.0,176970.0,2120273402.0,539769262.0,763716208.0,2743268.0,1.2352261475412432,2021,7,12
Asia,2021-07-13,4678503132.0,57986685.0,196591.0,2178205787.0,572720309.0,740858383.0,3209042.0,1.2394281539192096,2021,7,13
Asia,2021-07-14,4678503132.0,58195731.0,209046.0,2179541481.0,563811667.0,777162004.0,3409686.0,1.24389637792381,2021,7,14
Asia,2021-07-15,4678503132.0,58416735.0,221004.0,2209291246.0,576041825.0,743901310.0,3551030.0,1.248620196499208,2021,7,15
Asia,2021-07-16,4678503132.0,58627144.0,210409.0,2219486036.0,575981748.0,751661668.0,3506029.0,1.2531175537535153,2021,7,16
Asia,2021-07-17,4678503132.0,58828647.0,201503.0,2221579437.0,569983409.0,767512222.0,3397161.0,1.257424550977088,2021,7,17
Asia,2021-07-18,4678503132.0,59021424.0,192777.0,1828066642.0,244151564.0,758326861.0,3198761.0,1.2615450355543334,2021,7,18
Asia,2021-07-19,4678503132.0,59202277.0,180853.0,2271656901.0,585042120.0,736550096.0,2757245.0,1.2654106522889466,2021,7,19
Asia,2021-07-20,4678503132.0,59422682.0,220405.0,2271898596.0,577217877.0,764372248.0,3164515.0,1.2701216676240115,2021,7,20
Asia,2021-07-21,4678503132.0,59624377.0,201695.0,2321974148.0,588206096.0,776322632.0,3107112.0,1.2744327687242853,2021,7,21
Asia,2021-07-22,4678503132.0,59828610.0,204233.0,2311918288.0,585174076.0,741408551.0,2973064.0,1.2787981179447034,2021,7,22
Asia,2021-07-23,4678503132.0,60105418.0,276808.0,2335434852.0,590319339.0,774074634.0,3273203.0,1.2847147111838249,2021,7,23
Asia,2021-07-24,4678503132.0,60256053.0,210010.0,2351477013.0,587319201.0,751927615.0,2856517.0,1.2879344375738682,2021,7,24
Asia,2021-07-25,4678503132.0,60491369.0,235316.0,2412854907.0,612137497.0,763166697.0,2894469.0,1.2929641659583695,2021,7,25
Asia,2021-07-26,4678503132.0,60706419.0,215050.0,2478644419.0,654579888.0,791302390.0,2539162.0,1.2975607216073142,2021,7,26
Asia,2021-07-27,4678503132.0,60974393.0,267974.0,2473472275.0,634190989.0,780822031.0,3238461.0,1.303288493769464,2021,7,27
Asia,2021-07-28,4678503132.0,61248200.0,273807.0,2506421480.0,647817247.0,771630889.0,3313713.0,1.3091409425607712,2021,7,28
Asia,2021-07-29,4678503132.0,61523118.0,274918.0,2558668619.0,667961092.0,801440202.0,3353290.0,1.315017138263615,2021,7,29
Asia,2021-07-30,4678503132.0,61780682.0,257564.0,2553769026.0,656068849.0,793161961.0,3578138.0,1.3205224033608707,2021,7,30
Asia,2021-07-31,4678503132.0,62023073.0,242391.0,2126551975.0,304195867.0,792979765.0,3208962.0,1.3257033553269406,2021,7,31
Asia,2021-08-01,4678503132.0,62279934.0,256861.0,2632990305.0,677864209.0,777077490.0,3071219.0,1.3311935942506494,2021,8,1
Asia,2021-08-02,4678503132.0,62506952.0,227018.0,2189656967.0,319378846.0,806044136.0,2896983.0,1.33604595821397,2021,8,2
Asia,2021-08-03,4678503132.0,62791165.0,284213.0,2716139573.0,713422007.0,808974762.0,3162160.0,1.3421208285727402,2021,8,3
Asia,2021-08-04,4678503132.0,63075357.0,284192.0,2713902000.0,702768132.0,786450723.0,3326759.0,1.348195250069996,2021,8,4
Asia,2021-08-05,4678503132.0,63359178.0,283821.0,2787249166.0,738240665.0,815877488.0,3194341.0,1.3542617416805012,2021,8,5
Asia,2021-08-06,4678503132.0,63638960.0,279782.0,2666241031.0,658325164.0,841964520.0,3207357.0,1.360241902259776,2021,8,6
Asia,2021-08-07,4678503132.0,63898976.0,260016.0,2697553403.0,669019897.0,848400774.0,3351411.0,1.3657995772824032,2021,8,7
Asia,2021-08-08,4678503132.0,64155159.0,256183.0,2726126188.0,676297431.0,833855711.0,3068159.0,1.371275324391511,2021,8,8
Asia,2021-08-09,4678503132.0,64396018.0,240859.0,2868309864.0,759955289.0,850131141.0,3118282.0,1.3764235308414026,2021,8,9
Asia,2021-08-10,4678503132.0,64667434.0,271416.0,2887834017.0,761864834.0,831498495.0,3095305.0,1.3822248735431646,2021,8,10
Asia,2021-08-11,4678503132.0,64960394.0,292960.0,2942011298.0,786178221.0,851870821.0,3485759.0,1.3884867054097763,2021,8,11
Asia,2021-08-12,4678503132.0,65226784.0,266390.0,2417215211.0,374349972.0,852262485.0,4053525.0,1.3941806205891412,2021,8,12
Asia,2021-08-13,4678503132.0,65521831.0,295047.0,2852645734.0,723238517.0,869771168.0,3835208.0,1.4004870607405207,2021,8,13
Asia,2021-08-14,4678503132.0,65775573.0,253742.0,2779988085.0,659964342.0,873489542.0,3889040.0,1.4059106330421924,2021,8,14
Asia,2021-08-15,4678503132.0,66032511.0,256938.0,2495390343.0,389716581.0,818008540.0,3149775.0,1.4114025177914533,2021,8,15
Asia,2021-08-16,4678503132.0,66273395.0,240884.0,3056179907.0,793754799.0,834439727.0,2612852.0,1.4165512586002902,2021,8,16
Asia,2021-08-17,4678503132.0,66549426.0,276031.0,3073490932.0,821345036.0,883373429.0,3374032.0,1.4224512439633865,2021,8,17
Asia,2021-08-18,4678503132.0,66812793.0,263367.0,3131843863.0,828511586.0,895920691.0,3657028.0,1.4280805444590647,2021,8,18
Asia,2021-08-19,4678503132.0,67081298.0,268505.0,3052395005.0,790760758.0,886163829.0,3781116.0,1.4338196664052163,2021,8,19
Asia,2021-08-20,4678503132.0,67345746.0,264448.0,3004406211.0,767735331.0,894674781.0,4030408.0,1.439472072581697,2021,8,20
Asia,2021-08-21,4678503132.0,67589169.0,243423.0,3053014296.0,789029258.0,866744634.0,3395138.0,1.4446750828850359,2021,8,21
Asia,2021-08-22,4678503132.0,67822222.0,233053.0,3150373667.0,814399974.0,855220563.0,2977613.0,1.4496564410977935,2021,8,22
Asia,2021-08-23,4678503132.0,68051114.0,228892.0,3074576481.0,765966945.0,910092457.0,2814668.0,1.4545488606076666,2021,8,23
Asia,2021-08-24,4678503132.0,68316861.0,265747.0,3266060297.0,895405657.0,890762505.0,3714974.0,1.4602290320749538,2021,8,24
Asia,2021-08-25,4678503132.0,68599625.0,282764.0,3145166408.0,787437249.0,916694637.0,3636463.0,1.4662729309892444,2021,8,25
Asia,2021-08-26,4678503132.0,68877734.0,278109.0,3314043993.0,1976942767.0,924684576.0,3797549.0,1.4722173322678884,2021,8,26
Asia,2021-08-27,4678503132.0,69149828.0,272094.0,3106841771.0,763950940.0,919374033.0,3603775.0,1.4780331667842517,2021,8,27
Asia,2021-08-28,4678503132.0,69403802.0,253974.0,3149780925.0,769127757.0,894569974.0,3456702.0,1.4834616979369375,2021,8,28
Asia,2021-08-29,4678503132.0,69643172.0,239370.0,3441102618.0,931317641.0,897556129.0,3179250.0,1.4885780779680367,2021,8,29
Asia,2021-08-30,4678503132.0,69879613.0,236441.0,3375057775.0,891420725.0,909940902.0,3130818.0,1.4936318525050845,2021,8,30
Asia,2021-08-31,4678503132.0,70119192.0,239579.0,3466630402.0,925393518.0,966103666.0,3099556.0,1.4987526997769678,2021,8,31
Asia,2021-09-01,4678503132.0,70380869.0,261677.0,3489238463.0,942353640.0,945277010.0,3435943.0,1.5043458776079324,2021,9,1
Asia,2021-09-02,4678503132.0,70627779.0,246910.0,3479190870.0,959255877.0,424070091.0,1801852.0,1.5096234202969856,2021,9,2
Asia,2021-09-03,4678503132.0,70875090.0,247312.0,3298381211.0,837462282.0,944286636.0,2212097.0,1.5149095341035246,2021,9,3
Asia,2021-09-04,4678503132.0,71095090.0,220000.0,3350388037.0,862509893.0,947458988.0,3367896.0,1.5196118928236726,2021,9,4
Asia,2021-09-05,4678503132.0,71321556.0,226466.0,3476044816.0,930102351.0,940198095.0,3324612.0,1.5244524581414773,2021,9,5
Asia,2021-09-06,4678503132.0,71520245.0,198689.0,3632714438.0,2102682083.0,953969884.0,3142147.0,1.5286993079221476,2021,9,6
Asia,2021-09-07,4678503132.0,71738385.0,218140.0,3612192199.0,1016948370.0,947127381.0,3621805.0,1.5333619103367526,2021,9,7
Asia,2021-09-08,4678503132.0,71976427.0,238042.0,3650929874.0,1015878439.0,937623440.0,3364969.0,1.5384499052206684,2021,9,8
Asia,2021-09-09,4678503132.0,72200674.0,224247.0,3693311217.0,1059745196.0,974186286.0,3611704.0,1.5432430408384732,2021,9,9
Asia,2021-09-10,4678503132.0,72412717.0,212043.0,3490578376.0,941932648.0,970811679.0,3588684.0,1.5477753237934564,2021,9,10
Asia,2021-09-11,4678503132.0,72613133.0,200416.0,3481551464.0,917600255.0,936811308.0,3168696.0,1.5520590870900801,2021,9,11
Asia,2021-09-12,4678503132.0,72798837.0,185704.0,3789019998.0,1080145267.0,984359810.0,3124472.0,1.5560283908344725,2021,9,12
Asia,2021-09-13,4678503132.0,72987019.0,188182.0,3754189918.0,1044839993.0,971437660.0,2972256.0,1.5600506602375404,2021,9,13
Asia,2021-09-14,4678503132.0,73181654.0,194635.0,3796557761.0,1076656511.0,1019188613.0,3287545.0,1.564210858371613,2021,9,14
Asia,2021-09-15,4678503132.0,73379300.0,197646.0,3762138625.0,1031336674.0,1017396085.0,4061247.0,1.5684354146970785,2021,9,15
Asia,2021-09-16,4678503132.0,73579006.0,199706.0,3840179870.0,1095621823.0,1048019458.0,4037600.0,1.5727040021996506,2021,9,16
Asia,2021-09-17,4678503132.0,73770522.0,191516.0,3625946775.0,995380340.0,1033975034.0,4240799.0,1.5767975337116862,2021,9,17
Asia,2021-09-18,4678503132.0,73951890.0,181368.0,3636148772.0,2088668458.0,1037814717.0,3850911.0,1.580674158240576,2021,9,18
Asia,2021-09-19,4678503132.0,74124677.0,172787.0,3737620242.0,1033881417.0,1040965181.0,3614402.0,1.5843673694050227,2021,9,19
Asia,2021-09-20,4678503132.0,74295268.0,170591.0,3914493408.0,1156478928.0,1059317002.0,3326989.0,1.588013642479699,2021,9,20
Asia,2021-09-21,4678503132.0,74473711.0,178443.0,3874384274.0,1091572007.0,1036971791.0,3605907.0,1.5918277470119688,2021,9,21
Asia,2021-09-22,4678503132.0,74652486.0,178775.0,3756693265.0,1064579923.0,1066962613.0,3958540.0,1.5956489478310347,2021,9,22
Asia,2021-09-23,4678503132.0,74830800.0,178314.0,3866659391.0,1078286510.0,1070868482.0,3914972.0,1.5994602950711458,2021,9,23
Asia,2021-09-24,4678503132.0,75000347.0,169547.0,3654247399.0,984255666.0,1068682539.0,3769758.0,1.603084253316259,2021,9,24
Asia,2021-09-25,4678503132.0,75160170.0,159823.0,3703976858.0,1005934781.0,1040785951.0,3653099.0,1.606500367305942,2021,9,25
Asia,2021-09-26,4678503132.0,75317812.0,157642.0,3895660089.0,1090249240.0,1079552498.0,3440469.0,1.6098698638212217,2021,9,26
