continent,date,population,total_cases,new_cases,total_vaccinations,people_vaccinated,total_tests,new_tests,Percentage,year,month,day
Africa,2020-02-07,97386783.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,2020,2,7
Africa,2020-02-08,97386783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2,8
Africa,2020-02-09,97386783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2,9
Africa,2020-02-10,97386783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2,10
Africa,2020-02-11,97386783.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,2020,2,11
Africa,2020-02-12,97386783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2,12
Africa,2020-02-13,97386783.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,2020,2,13
Africa,2020-02-14,201645110.0,1.0,1.0,0.0,0.0,71.0,4.0,4.959207788376321e-07,2020,2,14
Africa,2020-02-15,201645110.0,1.0,0.0,0.0,0.0,10.0,0.0,4.959207788376321e-07,2020,2,15
Africa,2020-02-16,201645110.0,1.0,0.0,0.0,0.0,0.0,0.0,4.959207788376321e-07,2020,2,16
Africa,2020-02-17,201645110.0,1.0,0.0,0.0,0.0,0.0,0.0,4.959207788376321e-07,2020,2,17
Africa,2020-02-18,201645110.0,1.0,0.0,0.0,0.0,0.0,0.0,4.959207788376321e-07,2020,2,18
Africa,2020-02-19,201645110.0,1.0,0.0,0.0,0.0,106.0,0.0,4.959207788376321e-07,2020,2,19
Africa,2020-02-20,201645110.0,1.0,0.0,0.0,0.0,106.0,11.0,4.959207788376321e-07,2020,2,20
Africa,2020-02-21,201645110.0,1.0,0.0,0.0,0.0,0.0,0.0,4.959207788376321e-07,2020,2,21
Africa,2020-02-22,201645110.0,1.0,0.0,0.0,0.0,12.0,0.0,4.959207788376321e-07,2020,2,22
Africa,2020-02-23,201645110.0,1.0,0.0,0.0,0.0,13.0,1.0,4.959207788376321e-07,2020,2,23
Africa,2020-02-24,201645110.0,1.0,0.0,0.0,0.0,130.0,1.0,4.959207788376321e-07,2020,2,24
Africa,2020-02-25,246261736.0,2.0,1.0,0.0,0.0,15.0,1.0,8.121440352389946e-07,2020,2,25
Africa,2020-02-26,246261736.0,2.0,0.0,0.0,0.0,138.0,2.0,8.121440352389946e-07,2020,2,26
Africa,2020-02-27,246261736.0,2.0,0.0,0.0,0.0,19.0,2.0,8.121440352389946e-07,2020,2,27
Africa,2020-02-28,474858748.0,3.0,1.0,0.0,0.0,1.0,1.0,6.317668175294941e-07,2020,2,28
Africa,2020-02-29,474858748.0,3.0,0.0,0.0,0.0,25.0,0.0,6.317668175294941e-07,2020,2,29
Africa,2020-03-01,474858748.0,4.0,1.0,0.0,0.0,0.0,0.0,8.42355756705992e-07,2020,3,1
Africa,2020-03-02,474858748.0,8.0,4.0,0.0,0.0,189.0,0.0,1.684711513411984e-06,2020,3,2
Africa,2020-03-03,474858748.0,11.0,3.0,0.0,0.0,200.0,10.0,2.316478330941478e-06,2020,3,3
Africa,2020-03-04,502231292.0,21.0,10.0,0.0,0.0,1477.0,16.0,4.181340417155847e-06,2020,3,4
Africa,2020-03-05,502231292.0,24.0,3.0,0.0,0.0,1472.0,9.0,4.778674762463825e-06,2020,3,5
Africa,2020-03-06,584441256.0,43.0,19.0,0.0,0.0,299.0,12.0,7.357454587360616e-06,2020,3,6
Africa,2020-03-07,584441256.0,43.0,0.0,0.0,0.0,1747.0,48.0,7.357454587360616e-06,2020,3,7
Africa,2020-03-08,584441256.0,83.0,40.0,0.0,0.0,20.0,2.0,1.4201598389556538e-05,2020,3,8
Africa,2020-03-09,584441256.0,91.0,8.0,0.0,0.0,1523.0,6.0,1.557042714999572e-05,2020,3,9
Africa,2020-03-10,605938353.0,104.0,13.0,0.0,0.0,1532.0,9.0,1.716346217153876e-05,2020,3,10
Africa,2020-03-11,725369968.0,118.0,14.0,0.0,0.0,680.0,8.0,1.6267560721510322e-05,2020,3,11
Africa,2020-03-12,725369968.0,134.0,16.0,0.0,0.0,2429.0,209.0,1.8473331666799857e-05,2020,3,12
Africa,2020-03-13,901652782.0,176.0,42.0,0.0,0.0,1079.0,92.0,1.951970908464407e-05,2020,3,13
Africa,2020-03-14,957475079.0,252.0,76.0,0.0,0.0,2648.0,126.0,2.6319222873475958e-05,2020,3,14
Africa,2020-03-15,969600884.0,317.0,65.0,0.0,0.0,1652.0,461.0,3.2693864581913895e-05,2020,3,15
Africa,2020-03-16,1059909853.0,404.0,87.0,0.0,0.0,4109.0,945.0,3.811644913541529e-05,2020,3,16
Africa,2020-03-17,1067576998.0,492.0,88.0,0.0,0.0,5082.0,605.0,4.608566884840282e-05,2020,3,17
Africa,2020-03-18,1088773280.0,610.0,118.0,0.0,0.0,5137.0,324.0,5.60263565615791e-05,2020,3,18
Africa,2020-03-19,1105688265.0,788.0,178.0,0.0,0.0,7420.0,1908.0,7.126782701270687e-05,2020,3,19
Africa,2020-03-20,1208834091.0,970.0,182.0,0.0,0.0,8707.0,1805.0,8.024260791632489e-05,2020,3,20
Africa,2020-03-21,1259559086.0,1170.0,206.0,0.0,0.0,9765.0,1118.0,9.288964789381862e-05,2020,3,21
Africa,2020-03-22,1291722131.0,1423.0,253.0,0.0,0.0,12627.0,2082.0,0.00011016301152155455,2020,3,22
Africa,2020-03-23,1291722131.0,1806.0,383.0,0.0,0.0,16115.0,3956.0,0.0001398133512353672,2020,3,23
Africa,2020-03-24,1291722131.0,2244.0,438.0,0.0,0.0,18572.0,2901.0,0.00017372157263132002,2020,3,24
Africa,2020-03-25,1314593345.0,2767.0,523.0,0.0,0.0,3405.0,391.0,0.00021048334152338192,2020,3,25
Africa,2020-03-26,1314593345.0,3293.0,526.0,0.0,0.0,24913.0,437.0,0.0002504957150836634,2020,3,26
Africa,2020-03-27,1314593345.0,3873.0,580.0,0.0,0.0,33904.0,8878.0,0.00029461582281173045,2020,3,27
Africa,2020-03-28,1314593345.0,4216.0,343.0,0.0,0.0,40599.0,3872.0,0.0003207075416922942,2020,3,28
Africa,2020-03-29,1334241026.0,4780.0,564.0,0.0,0.0,42948.0,4245.0,0.0003582561101670097,2020,3,29
Africa,2020-03-30,1336638266.0,5175.0,395.0,0.0,0.0,46959.0,3787.0,0.0003871653334814821,2020,3,30
Africa,2020-03-31,1357035038.0,5761.0,586.0,0.0,0.0,50381.0,3457.0,0.00042452846379637844,2020,3,31
Africa,2020-04-01,1357035038.0,6360.0,599.0,0.0,0.0,56798.0,4466.0,0.0004686688126618585,2020,4,1
Africa,2020-04-02,1357035038.0,7016.0,656.0,0.0,0.0,60122.0,5140.0,0.0005170094952257232,2020,4,2
Africa,2020-04-03,1357035038.0,7897.0,881.0,0.0,0.0,63604.0,3599.0,0.0005819304423884743,2020,4,3
Africa,2020-04-04,1357035038.0,8579.0,682.0,0.0,0.0,68523.0,4859.0,0.0006321870666393213,2020,4,4
Africa,2020-04-05,1368416415.0,9264.0,685.0,0.0,0.0,74791.0,4879.0,0.0006769869097192903,2020,4,5
Africa,2020-04-06,1368639779.0,9980.0,716.0,0.0,0.0,80292.0,2795.0,0.000729191139489743,2020,4,6
Africa,2020-04-07,1368639779.0,10608.0,628.0,0.0,0.0,31607.0,2819.0,0.0007750761129967128,2020,4,7
Africa,2020-04-08,1368639779.0,11414.0,806.0,0.0,0.0,100517.0,2409.0,0.0008339667000136199,2020,4,8
Africa,2020-04-09,1368639779.0,12207.0,793.0,0.0,0.0,120488.0,8047.0,0.0008919074388528349,2020,4,9
Africa,2020-04-10,1368639779.0,12901.0,694.0,0.0,0.0,139135.0,20936.0,0.0009426147184927028,2020,4,10
Africa,2020-04-11,1368639779.0,13615.0,714.0,0.0,0.0,149959.0,15643.0,0.0009947833030213278,2020,4,11
Africa,2020-04-12,1368639779.0,14484.0,869.0,0.0,0.0,128820.0,8513.0,0.0010582770004378193,2020,4,12
Africa,2020-04-13,1368639779.0,15256.0,772.0,0.0,0.0,140230.0,7486.0,0.0011146833691438396,2020,4,13
Africa,2020-04-14,1368639779.0,16227.0,971.0,0.0,0.0,195098.0,8146.0,0.001185629721492992,2020,4,14
Africa,2020-04-15,1368639779.0,17192.0,965.0,0.0,0.0,210625.0,14975.0,0.001256137682375517,2020,4,15
Africa,2020-04-16,1368639779.0,18360.0,1168.0,0.0,0.0,173100.0,10596.0,0.001341477887878926,2020,4,16
Africa,2020-04-17,1368639779.0,19763.0,1403.0,0.0,0.0,184979.0,12243.0,0.0014439884258252295,2020,4,17
Africa,2020-04-18,1368639779.0,21071.0,1309.0,0.0,0.0,247892.0,12879.0,0.0015395577655499372,2020,4,18
Africa,2020-04-19,1368639779.0,22268.0,1197.0,0.0,0.0,273235.0,21490.0,0.0016270168631420437,2020,4,19
Africa,2020-04-20,1368639779.0,23431.0,1163.0,0.0,0.0,212985.0,12983.0,0.0017119917424232632,2020,4,20
Africa,2020-04-21,1368639779.0,24507.0,1076.0,0.0,0.0,226263.0,12938.0,0.0017906099454383898,2020,4,21
Africa,2020-04-22,1368639779.0,25910.0,1403.0,0.0,0.0,334052.0,14352.0,0.0018931204833846935,2020,4,22
Africa,2020-04-23,1368639779.0,27347.0,1437.0,0.0,0.0,274506.0,18221.0,0.001998115239641884,2020,4,23
Africa,2020-04-24,1368639779.0,29052.0,1705.0,0.0,0.0,276221.0,17322.0,0.0021226914814084182,2020,4,24
Africa,2020-04-25,1368639779.0,30296.0,1244.0,0.0,0.0,392769.0,15962.0,0.002213584645489104,2020,4,25
Africa,2020-04-26,1368639779.0,31828.0,1532.0,0.0,0.0,289496.0,15747.0,0.00232552059996789,2020,4,26
Africa,2020-04-27,1368639779.0,33165.0,1337.0,0.0,0.0,414977.0,17761.0,0.002423208831781295,2020,4,27
Africa,2020-04-28,1368639779.0,34784.0,1619.0,0.0,0.0,460321.0,23362.0,0.0025415014625261743,2020,4,28
Africa,2020-04-29,1368639779.0,36807.0,2023.0,0.0,0.0,367059.0,21181.0,0.002689312452023945,2020,4,29
Africa,2020-04-30,1369528235.0,38753.0,1946.0,0.0,0.0,395606.0,20327.0,0.0028296605363525053,2020,4,30
Africa,2020-05-01,1369528235.0,40468.0,1715.0,0.0,0.0,529845.0,20246.0,0.002954886140043692,2020,5,1
Africa,2020-05-02,1369528235.0,42705.0,2243.0,0.0,0.0,550204.0,35955.0,0.0031182270586776186,2020,5,2
Africa,2020-05-03,1369528235.0,44297.0,1592.0,0.0,0.0,482225.0,27437.0,0.003234471467468504,2020,5,3
Africa,2020-05-04,1369528235.0,46951.0,2654.0,0.0,0.0,642506.0,25758.0,0.003428260827349792,2020,5,4
Africa,2020-05-05,1369528235.0,48993.0,2042.0,0.0,0.0,536566.0,25106.0,0.003577363266263729,2020,5,5
Africa,2020-05-06,1369528235.0,51535.0,2542.0,0.0,0.0,538448.0,26274.0,0.003762974627536613,2020,5,6
Africa,2020-05-07,1369528235.0,54022.0,2487.0,0.0,0.0,723530.0,29601.0,0.003944570007350013,2020,5,7
Africa,2020-05-08,1369528235.0,57647.0,3625.0,0.0,0.0,770384.0,35472.0,0.004209259694452375,2020,5,8
Africa,2020-05-09,1369528235.0,60507.0,2860.0,0.0,0.0,625740.0,31165.0,0.004418090730345548,2020,5,9
Africa,2020-05-10,1369528235.0,63086.0,2579.0,0.0,0.0,819751.0,29178.0,0.004606403751872995,2020,5,10
Africa,2020-05-11,1369528235.0,66145.0,3066.0,0.0,0.0,885968.0,29559.0,0.004829765338865029,2020,5,11
Africa,2020-05-12,1369528235.0,69312.0,3167.0,0.0,0.0,910692.0,30328.0,0.005061012853086596,2020,5,12
Africa,2020-05-13,1371687302.0,72226.0,2914.0,0.0,0.0,947715.0,35832.0,0.005265485792183852,2020,5,13
Africa,2020-05-14,1371687302.0,75344.0,3118.0,0.0,0.0,958660.0,36459.0,0.005492797074824857,2020,5,14
Africa,2020-05-15,1371687302.0,78270.0,2926.0,0.0,0.0,975450.0,36036.0,0.0057061109981755885,2020,5,15
Africa,2020-05-16,1371687302.0,81273.0,3003.0,0.0,0.0,842444.0,34151.0,0.005925038445825024,2020,5,16
Africa,2020-05-17,1371687302.0,84587.0,3314.0,0.0,0.0,1032908.0,36621.0,0.006166638699408183,2020,5,17
Africa,2020-05-18,1371687302.0,88255.0,3668.0,0.0,0.0,1064396.0,34150.0,0.006434046584182785,2020,5,18
Africa,2020-05-19,1371687302.0,91266.0,3220.0,0.0,0.0,1102081.0,35635.0,0.006653557255135981,2020,5,19
Africa,2020-05-20,1371687302.0,95057.0,3791.0,0.0,0.0,1138060.0,39270.0,0.006929932198205914,2020,5,20
Africa,2020-05-21,1371687302.0,99752.0,4799.0,0.0,0.0,1144451.0,41465.0,0.007272211374600886,2020,5,21
Africa,2020-05-22,1371687302.0,103620.0,3868.0,0.0,0.0,1221463.0,41934.0,0.007554199841969521,2020,5,22
Africa,2020-05-23,1371687302.0,107485.0,3865.0,0.0,0.0,1185555.0,48146.0,0.007835969600599247,2020,5,23
Africa,2020-05-24,1371687302.0,111605.0,4120.0,0.0,0.0,1299022.0,40415.0,0.008136329602036368,2020,5,24
Africa,2020-05-25,1371687302.0,115733.0,4128.0,0.0,0.0,1337439.0,35168.0,0.00843727282677725,2020,5,25
Africa,2020-05-26,1371687302.0,119444.0,3711.0,0.0,0.0,1343942.0,31620.0,0.00870781553680957,2020,5,26
Africa,2020-05-27,1371687302.0,124524.0,5080.0,0.0,0.0,1460070.0,56308.0,0.009078162334698058,2020,5,27
Africa,2020-05-28,1371687302.0,129440.0,4916.0,0.0,0.0,1484609.0,49641.0,0.009436553054859438,2020,5,28
Africa,2020-05-29,1371687302.0,135186.0,5746.0,0.0,0.0,1546840.0,63052.0,0.009855453192786062,2020,5,29
Africa,2020-05-30,1371687302.0,141304.0,6118.0,0.0,0.0,1502367.0,48229.0,0.010301473214337593,2020,5,30
Africa,2020-05-31,1371687302.0,146551.0,5247.0,0.0,0.0,1573384.0,42594.0,0.0106839947986921,2020,5,31
Africa,2020-06-01,1371687302.0,152336.0,5785.0,0.0,0.0,1695031.0,41638.0,0.011105738150224562,2020,6,1
Africa,2020-06-02,1371687302.0,157214.0,4878.0,0.0,0.0,1736922.0,49824.0,0.011461358559693074,2020,6,2
Africa,2020-06-03,1371687302.0,162311.0,5097.0,0.0,0.0,1768205.0,58162.0,0.011832944707102057,2020,6,3
Africa,2020-06-04,1371687302.0,169417.0,7106.0,0.0,0.0,1966601.0,66196.0,0.012350992806668121,2020,6,4
Africa,2020-06-05,1371687302.0,176603.0,7186.0,0.0,0.0,2044121.0,68384.0,0.012874873139271796,2020,6,5
Africa,2020-06-06,1371687302.0,183202.0,6599.0,0.0,0.0,2144327.0,76667.0,0.01335595946196198,2020,6,6
Africa,2020-06-07,1371687302.0,189536.0,6334.0,0.0,0.0,2160452.0,68841.0,0.013817726512715069,2020,6,7
Africa,2020-06-08,1371687302.0,196187.0,6651.0,0.0,0.0,2233876.0,56338.0,0.0143026037868797,2020,6,8
Africa,2020-06-09,1371687302.0,202657.0,6470.0,0.0,0.0,2317857.0,61074.0,0.014774285633796734,2020,6,9
Africa,2020-06-10,1371687302.0,209202.0,6545.0,0.0,0.0,2388363.0,72090.0,0.015251435199186526,2020,6,10
Africa,2020-06-11,1371687302.0,216605.0,7403.0,0.0,0.0,2419107.0,71774.0,0.015791135463904732,2020,6,11
Africa,2020-06-12,1371687302.0,224684.0,8079.0,0.0,0.0,2396003.0,69419.0,0.016380118097790775,2020,6,12
Africa,2020-06-13,1371687302.0,232771.0,8087.0,0.0,0.0,2590159.0,69128.0,0.01696968395498058,2020,6,13
Africa,2020-06-14,1371687302.0,241551.0,8780.0,0.0,0.0,2679192.0,73640.0,0.017609771530858714,2020,6,14
Africa,2020-06-15,1371687302.0,251144.0,9593.0,0.0,0.0,2710672.0,66700.0,0.018309129174981603,2020,6,15
Africa,2020-06-16,1371687302.0,258786.0,7642.0,0.0,0.0,2809801.0,65559.0,0.018866253235899678,2020,6,16
Africa,2020-06-17,1371687302.0,267522.0,8736.0,0.0,0.0,2691223.0,69934.0,0.019503133083607127,2020,6,17
Africa,2020-06-18,1371687302.0,275757.0,8235.0,0.0,0.0,2935773.0,59778.0,0.020103488571916517,2020,6,18
Africa,2020-06-19,1371687302.0,285570.0,9813.0,0.0,0.0,2805736.0,72359.0,0.020818884856892844,2020,6,19
Africa,2020-06-20,1371687302.0,296919.0,11349.0,0.0,0.0,3070922.0,72091.0,0.021646260016191358,2020,6,20
Africa,2020-06-21,1371687302.0,306356.0,9437.0,0.0,0.0,3166792.0,79111.0,0.0223342448058909,2020,6,21
Africa,2020-06-22,1371687302.0,315343.0,8987.0,0.0,0.0,3190841.0,63636.0,0.02298942328475386,2020,6,22
Africa,2020-06-23,1371687302.0,324419.0,9076.0,0.0,0.0,3319244.0,74243.0,0.023651090122871168,2020,6,23
Africa,2020-06-24,1371687302.0,335768.0,11349.0,0.0,0.0,3428465.0,78866.0,0.02447846528216968,2020,6,24
Africa,2020-06-25,1371687302.0,347710.0,11942.0,0.0,0.0,2883570.0,69152.0,0.025349071868859513,2020,6,25
Africa,2020-06-26,1371687302.0,359308.0,11598.0,0.0,0.0,3422379.0,57941.0,0.026194599853487602,2020,6,26
Africa,2020-06-27,1371687302.0,371545.0,12237.0,0.0,0.0,3606069.0,79033.0,0.02708671279950363,2020,6,27
Africa,2020-06-28,1371687302.0,382153.0,10608.0,0.0,0.0,3739537.0,74503.0,0.02786006690029124,2020,6,28
Africa,2020-06-29,1371687302.0,393283.0,11130.0,0.0,0.0,3757791.0,68325.0,0.028671476321649292,2020,6,29
Africa,2020-06-30,1371687302.0,404891.0,11608.0,0.0,0.0,3556993.0,71180.0,0.029517733335407078,2020,6,30
Africa,2020-07-01,1371687302.0,418104.0,13213.0,0.0,0.0,3743029.0,75910.0,0.030480999524482,2020,7,1
Africa,2020-07-02,1371687302.0,432306.0,14202.0,0.0,0.0,3977715.0,78222.0,0.031516366694484425,2020,7,2
Africa,2020-07-03,1371687302.0,447466.0,15160.0,0.0,0.0,4171183.0,82716.0,0.03262157485511227,2020,7,3
Africa,2020-07-04,1371687302.0,462951.0,15485.0,0.0,0.0,4175879.0,90682.0,0.03375047646245544,2020,7,4
Africa,2020-07-05,1371687302.0,476586.0,13635.0,0.0,0.0,4263021.0,81385.0,0.03474450768080377,2020,7,5
Africa,2020-07-06,1371687302.0,490326.0,13740.0,0.0,0.0,4373480.0,72499.0,0.03574619370501397,2020,7,6
Africa,2020-07-07,1371687302.0,507792.0,17466.0,0.0,0.0,4243623.0,80517.0,0.03701951598295105,2020,7,7
Africa,2020-07-08,1371687302.0,522535.0,14743.0,0.0,0.0,4518865.0,77226.0,0.03809432362887034,2020,7,8
Africa,2020-07-09,1371687302.0,541725.0,19190.0,0.0,0.0,4614250.0,96916.0,0.039493330528767995,2020,7,9
Africa,2020-07-10,1371687302.0,559430.0,17705.0,0.0,0.0,4695469.0,103568.0,0.040784076602904944,2020,7,10
Africa,2020-07-11,1371687302.0,578216.0,18786.0,0.0,0.0,4745891.0,93060.0,0.04215363072596265,2020,7,11
Africa,2020-07-12,1371687302.0,594933.0,16717.0,0.0,0.0,4907948.0,87177.0,0.043372348722085056,2020,7,12
Africa,2020-07-13,1371687302.0,611002.0,16069.0,0.0,0.0,4978011.0,82767.0,0.0445438256306028,2020,7,13
Africa,2020-07-14,1371687302.0,625452.0,14450.0,0.0,0.0,4591649.0,80064.0,0.045597272723021824,2020,7,14
Africa,2020-07-15,1371687302.0,643484.0,18032.0,0.0,0.0,5140843.0,86691.0,0.046911858049700016,2020,7,15
Africa,2020-07-16,1371687302.0,663929.0,20445.0,0.0,0.0,5239717.0,99653.0,0.04840235810537524,2020,7,16
Africa,2020-07-17,1371687302.0,683468.0,19539.0,0.0,0.0,5283111.0,100603.0,0.04982680812189949,2020,7,17
Africa,2020-07-18,1371687302.0,702480.0,19012.0,0.0,0.0,5404478.0,99400.0,0.051212838303288453,2020,7,18
Africa,2020-07-19,1371687302.0,721049.0,18569.0,0.0,0.0,5650487.0,100864.0,0.05256657249423164,2020,7,19
Africa,2020-07-20,1371687302.0,736561.0,15512.0,0.0,0.0,5424229.0,78960.0,0.05369744248022499,2020,7,20
Africa,2020-07-21,1371687302.0,750440.0,13879.0,0.0,0.0,5663649.0,80051.0,0.05470926200933804,2020,7,21
Africa,2020-07-22,1371687302.0,770049.0,19609.0,0.0,0.0,5847611.0,128885.0,0.056138815229770204,2020,7,22
Africa,2020-07-23,1371687302.0,788518.0,18470.0,0.0,0.0,6012504.0,104905.0,0.05748525912941636,2020,7,23
Africa,2020-07-24,1371687302.0,810613.0,22095.0,0.0,0.0,6035552.0,109129.0,0.05909604899149238,2020,7,24
Africa,2020-07-25,1371687302.0,828757.0,18144.0,0.0,0.0,5928217.0,101666.0,0.06041879944442323,2020,7,25
Africa,2020-07-26,1371687302.0,847065.0,18308.0,0.0,0.0,6023268.0,97282.0,0.0617535059750812,2020,7,26
Africa,2020-07-27,1371687302.0,860515.0,13454.0,0.0,0.0,6352898.0,83232.0,0.06273405015453004,2020,7,27
Africa,2020-07-28,1371687302.0,874016.0,13501.0,0.0,0.0,6430633.0,85648.0,0.06371831238254037,2020,7,28
Africa,2020-07-29,1371687302.0,891656.0,17640.0,0.0,0.0,6182412.0,98316.0,0.06500431976733427,2020,7,29
Africa,2020-07-30,1371687302.0,909073.0,17417.0,0.0,0.0,6675413.0,103605.0,0.06627406980253579,2020,7,30
Africa,2020-07-31,1371687302.0,928075.0,19002.0,0.0,0.0,6462548.0,99201.0,0.06765937095479506,2020,7,31
Africa,2020-08-01,1371687302.0,944997.0,16922.0,0.0,0.0,6772704.0,98765.0,0.06889303404807637,2020,8,1
Africa,2020-08-02,1371687302.0,957731.0,12734.0,0.0,0.0,6922138.0,87304.0,0.06982137974183857,2020,8,2
Africa,2020-08-03,1371687302.0,968595.0,10864.0,0.0,0.0,6991265.0,71145.0,0.07061339698834655,2020,8,3
Africa,2020-08-04,1371687302.0,978515.0,9920.0,0.0,0.0,7056510.0,86046.0,0.07133659388501068,2020,8,4
Africa,2020-08-05,1371687302.0,993874.0,15359.0,0.0,0.0,6772710.0,90998.0,0.07245630972531959,2020,8,5
Africa,2020-08-06,1371687302.0,1008204.0,14330.0,0.0,0.0,7304949.0,92386.0,0.07350100846818221,2020,8,6
Africa,2020-08-07,1371687302.0,1021693.0,13489.0,0.0,0.0,7478102.0,95313.0,0.0744843958612369,2020,8,7
Africa,2020-08-08,1371687302.0,1035915.0,14222.0,0.0,0.0,7463931.0,99922.0,0.07552122108949873,2020,8,8
Africa,2020-08-09,1371687302.0,1048272.0,12357.0,0.0,0.0,7584624.0,88297.0,0.07642208238507117,2020,8,9
Africa,2020-08-10,1371687302.0,1057404.0,9132.0,0.0,0.0,7748055.0,78795.0,0.0770878317863148,2020,8,10
Africa,2020-08-11,1371687302.0,1065279.0,7875.0,0.0,0.0,7408833.0,71319.0,0.07766194222595493,2020,8,11
Africa,2020-08-12,1371687302.0,1074535.0,9256.0,0.0,0.0,7824987.0,81592.0,0.07833673158840687,2020,8,12
Africa,2020-08-13,1371687302.0,1084940.0,10405.0,0.0,0.0,8005710.0,90308.0,0.07909528639786155,2020,8,13
Africa,2020-08-14,1371687302.0,1097484.0,12544.0,0.0,0.0,8016494.0,107609.0,0.08000978053815941,2020,8,14
Africa,2020-08-15,1371687302.0,1109296.0,11812.0,0.0,0.0,7383595.0,96772.0,0.08087090974616312,2020,8,15
Africa,2020-08-16,1371687302.0,1119254.0,9958.0,0.0,0.0,8307147.0,86780.0,0.08159687695352012,2020,8,16
Africa,2020-08-17,1371687302.0,1128106.0,8852.0,0.0,0.0,8287584.0,82091.0,0.08224221353913211,2020,8,17
Africa,2020-08-18,1371687302.0,1136758.0,8652.0,0.0,0.0,8370504.0,87053.0,0.08287296954215007,2020,8,18
Africa,2020-08-19,1371687302.0,1147648.0,10890.0,0.0,0.0,8065896.0,97773.0,0.08366688226439527,2020,8,19
Africa,2020-08-20,1371687302.0,1158260.0,10612.0,0.0,0.0,8086952.0,93797.0,0.08444052797683477,2020,8,20
Africa,2020-08-21,1371687302.0,1168533.0,10273.0,0.0,0.0,8248870.0,93861.0,0.08518945960177737,2020,8,21
Africa,2020-08-22,1371687302.0,1178966.0,10433.0,0.0,0.0,8452826.0,100711.0,0.08595005569279521,2020,8,22
Africa,2020-08-23,1371687302.0,1188019.0,9053.0,0.0,0.0,8783387.0,87898.0,0.0866100457639142,2020,8,23
Africa,2020-08-24,1371687302.0,1195531.0,7612.0,0.0,0.0,8962889.0,72838.0,0.08715769244614616,2020,8,24
Africa,2020-08-25,1371687302.0,1203068.0,7537.0,0.0,0.0,8937473.0,87335.0,0.08770716170120237,2020,8,25
Africa,2020-08-26,1371687302.0,1211924.0,8856.0,0.0,0.0,8594265.0,89286.0,0.08835278989846623,2020,8,26
Africa,2020-08-27,1371687302.0,1220472.0,8548.0,0.0,0.0,9131891.0,83806.0,0.08897596399853529,2020,8,27
Africa,2020-08-28,1371687302.0,1228581.0,8109.0,0.0,0.0,8867895.0,82921.0,0.08956713371981043,2020,8,28
Africa,2020-08-29,1371687302.0,1236945.0,8364.0,0.0,0.0,9282977.0,90833.0,0.09017689368389298,2020,8,29
Africa,2020-08-30,1371687302.0,1245415.0,8470.0,0.0,0.0,9445520.0,93527.0,0.09079438135675036,2020,8,30
Africa,2020-08-31,1371687302.0,1252228.0,6813.0,0.0,0.0,9529298.0,87176.0,0.09129106890281616,2020,8,31
Africa,2020-09-01,1371687302.0,1259391.0,7163.0,0.0,0.0,9126357.0,76797.0,0.09181327246842153,2020,9,1
Africa,2020-09-02,1371687302.0,1268105.0,8714.0,0.0,0.0,9587875.0,92376.0,0.09244854845204363,2020,9,2
Africa,2020-09-03,1371687302.0,1275851.0,7746.0,0.0,0.0,9804545.0,93174.0,0.0930132544159106,2020,9,3
Africa,2020-09-04,1371687302.0,1284430.0,8579.0,0.0,0.0,9352792.0,93859.0,0.09363868850628174,2020,9,4
Africa,2020-09-05,1371687302.0,1291822.0,7392.0,0.0,0.0,9669923.0,89074.0,0.09417758683895727,2020,9,5
Africa,2020-09-06,1371687302.0,1299644.0,7822.0,0.0,0.0,10141859.0,93867.0,0.09474783342420998,2020,9,6
Africa,2020-09-07,1371693397.0,1306517.0,6873.0,0.0,0.0,10020548.0,78008.0,0.09524847191489397,2020,9,7
Africa,2020-09-08,1371693397.0,1314196.0,7679.0,0.0,0.0,10226511.0,72246.0,0.09580829089607407,2020,9,8
Africa,2020-09-09,1371693397.0,1322490.0,8294.0,0.0,0.0,10210269.0,85516.0,0.0964129449695091,2020,9,9
Africa,2020-09-10,1371693397.0,1330538.0,8048.0,0.0,0.0,9695958.0,82032.0,0.09699966500604217,2020,9,10
Africa,2020-09-11,1371693397.0,1339233.0,8695.0,0.0,0.0,9884002.0,79939.0,0.09763355301767922,2020,9,11
Africa,2020-09-12,1371693397.0,1346641.0,7408.0,0.0,0.0,10675333.0,73690.0,0.09817361539723152,2020,9,12
Africa,2020-09-13,1371693397.0,1353386.0,6745.0,0.0,0.0,10591265.0,70093.0,0.0986653433602553,2020,9,13
Africa,2020-09-14,1371693397.0,1359867.0,6481.0,0.0,0.0,10262741.0,65256.0,0.09913782503977456,2020,9,14
Africa,2020-09-15,1371693397.0,1366423.0,6556.0,0.0,0.0,10215541.0,65889.0,0.0996157744134712,2020,9,15
Africa,2020-09-16,1371693397.0,1373750.0,7327.0,0.0,0.0,9759195.0,69252.0,0.10014993168331189,2020,9,16
Africa,2020-09-17,1371693397.0,1382352.0,8602.0,0.0,0.0,7470434.0,51369.0,0.1007770397541689,2020,9,17
